air_basin,burn_day_decision_code,date,description
North Central Coast San Lorenzo Valley,B,3/25/2020,Permissive Burn Day Decision 
South Central Coast High,B,3/25/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,3/25/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,3/25/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,3/25/2020,Permissive Burn Day Decision 
South Coast,B,3/25/2020,Permissive Burn Day Decision 
San Diego West High,B,3/25/2020,Permissive Burn Day Decision 
San Diego West Low,B,3/25/2020,Permissive Burn Day Decision 
Mojave Desert,B,3/25/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,3/25/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,3/25/2020,Good
Sacramento Valley Low,2W,3/25/2020,"The Number of Acres Allocated (in 1,000's) - Wet Conditions"
San Joaquin Valley Authorized VOC / PM10 / NOx,20.9p,3/25/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,3/25/2020,Good
Mountain Counties North,G,3/25/2020,Good
Mountain Counties South,G,3/25/2020,Good
Lake Tahoe,B,3/25/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,3/25/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,3/25/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),0,3/25/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,3/25/2020,
North Coast High,G,3/26/2020,Good
North Coast Low,B,3/26/2020,Permissive Burn Day Decision 
Lake County  ,B,3/26/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,3/26/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,3/26/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,3/26/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,3/26/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,3/26/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,3/26/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,3/26/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,3/26/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,3/26/2020,Permissive Burn Day Decision 
South Central Coast High,B,3/26/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,3/26/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,3/26/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,3/26/2020,Permissive Burn Day Decision 
South Coast,B,3/26/2020,Permissive Burn Day Decision 
San Diego West High,B,3/26/2020,Permissive Burn Day Decision 
San Diego West Low,B,3/26/2020,Permissive Burn Day Decision 
Mojave Desert,B,3/26/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,3/26/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,3/26/2020,Good
Sacramento Valley Low,2,3/26/2020,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,24.3p,3/26/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,3/26/2020,Good
Mountain Counties North,G,3/26/2020,Good
Mountain Counties South,G,3/26/2020,Good
Lake Tahoe,B,3/26/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,3/26/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,3/26/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),0,3/26/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,3/26/2020,
North Coast High,G,3/27/2020,Good
North Coast Low,B,3/27/2020,Permissive Burn Day Decision 
Lake County  ,B,3/27/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,3/27/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,3/27/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,3/27/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,3/27/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,3/27/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,3/27/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,3/27/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,3/27/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,3/27/2020,Permissive Burn Day Decision 
South Central Coast High,B,3/27/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,3/27/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,3/27/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,3/27/2020,Permissive Burn Day Decision 
South Coast,B,3/27/2020,Permissive Burn Day Decision 
San Diego West High,B,3/27/2020,Permissive Burn Day Decision 
San Diego West Low,B,3/27/2020,Permissive Burn Day Decision 
Mojave Desert,B,3/27/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,3/27/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,3/27/2020,Good
Sacramento Valley Low,3,3/27/2020,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,13.6,3/27/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,3/27/2020,Good
Mountain Counties North,G,3/27/2020,Good
Mountain Counties South,G,3/27/2020,Good
Lake Tahoe,B,3/27/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,3/27/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,3/27/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),15,3/27/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,3/27/2020,
North Coast High,G,3/28/2020,Good
North Coast Low,B,3/28/2020,Permissive Burn Day Decision 
Lake County  ,B,3/28/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,3/28/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,3/28/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,3/28/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,3/28/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,3/28/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,3/28/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,3/28/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,3/28/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,3/28/2020,Permissive Burn Day Decision 
South Central Coast High,B,3/28/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,3/28/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,3/28/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,3/28/2020,Permissive Burn Day Decision 
South Coast,B,3/28/2020,Permissive Burn Day Decision 
San Diego West High,B,3/28/2020,Permissive Burn Day Decision 
San Diego West Low,B,3/28/2020,Permissive Burn Day Decision 
Mojave Desert,B,3/28/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,3/28/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,3/28/2020,Good
Sacramento Valley Low,3,3/28/2020,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,2.7,3/28/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,3/28/2020,Good
Mountain Counties North,G,3/28/2020,Good
Mountain Counties South,G,3/28/2020,Good
Lake Tahoe,B,3/28/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,3/28/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,3/28/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),0,3/28/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,3/28/2020,
North Coast High,G,3/29/2020,Good
North Coast Low,B,3/29/2020,Permissive Burn Day Decision 
Lake County  ,B,3/29/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,3/29/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,3/29/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,3/29/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,3/29/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,3/29/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,3/29/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,3/29/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,3/29/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,3/29/2020,Permissive Burn Day Decision 
South Central Coast High,B,3/29/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,3/29/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,3/29/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,3/29/2020,Permissive Burn Day Decision 
South Coast,B,3/29/2020,Permissive Burn Day Decision 
San Diego West High,B,3/29/2020,Permissive Burn Day Decision 
San Diego West Low,B,3/29/2020,Permissive Burn Day Decision 
Mojave Desert,B,3/29/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,3/29/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,3/29/2020,Good
Sacramento Valley Low,3,3/29/2020,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,1.3,3/29/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,3/29/2020,Good
Mountain Counties North,G,3/29/2020,Good
Mountain Counties South,G,3/29/2020,Good
Lake Tahoe,B,3/29/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,3/29/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,3/29/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),0,3/29/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,3/29/2020,
North Coast High,G,3/30/2020,Good
North Coast Low,B,3/30/2020,Permissive Burn Day Decision 
Lake County  ,B,3/30/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,3/30/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,3/30/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,3/30/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,3/30/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,3/30/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,3/30/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,3/30/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,3/30/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,3/30/2020,Permissive Burn Day Decision 
South Central Coast High,B,3/30/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,3/30/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,3/30/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,3/30/2020,Permissive Burn Day Decision 
South Coast,B,3/30/2020,Permissive Burn Day Decision 
San Diego West High,B,3/30/2020,Permissive Burn Day Decision 
San Diego West Low,B,3/30/2020,Permissive Burn Day Decision 
Mojave Desert,B,3/30/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,3/30/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,3/30/2020,Good
Sacramento Valley Low,3,3/30/2020,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,12.2,3/30/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,3/30/2020,Good
Mountain Counties North,G,3/30/2020,Good
Mountain Counties South,G,3/30/2020,Good
Lake Tahoe,B,3/30/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,3/30/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,3/30/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),0,3/30/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,3/30/2020,
North Coast High,G,3/31/2020,Good
North Coast Low,B,3/31/2020,Permissive Burn Day Decision 
Lake County  ,B,3/31/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,3/31/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,3/31/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,3/31/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,3/31/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,3/31/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,3/31/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,3/31/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,3/31/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,3/31/2020,Permissive Burn Day Decision 
South Central Coast High,B,3/31/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,3/31/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,3/31/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,3/31/2020,Permissive Burn Day Decision 
South Coast,B,3/31/2020,Permissive Burn Day Decision 
San Diego West High,B,3/31/2020,Permissive Burn Day Decision 
San Diego West Low,B,3/31/2020,Permissive Burn Day Decision 
Mojave Desert,B,3/31/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,3/31/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,3/31/2020,Good
Sacramento Valley Low,3,3/31/2020,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,19.8,3/31/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,3/31/2020,Good
Mountain Counties North,G,3/31/2020,Good
Mountain Counties South,G,3/31/2020,Good
Lake Tahoe,B,3/31/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,3/31/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,3/31/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),20,3/31/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,3/31/2020,
North Coast High,G,4/1/2020,Good
North Coast Low,B,4/1/2020,Permissive Burn Day Decision 
Lake County  ,B,4/1/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,4/1/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,4/1/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,4/1/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,4/1/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,4/1/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,4/1/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,4/1/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,4/1/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,4/1/2020,Permissive Burn Day Decision 
South Central Coast High,B,4/1/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,4/1/2020,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,4/1/2020,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,4/1/2020,Permissive Burn Day Decision 
South Coast,B,4/1/2020,Permissive Burn Day Decision 
San Diego West High,B,4/1/2020,Permissive Burn Day Decision 
San Diego West Low,B,4/1/2020,Permissive Burn Day Decision 
Mojave Desert,B,4/1/2020,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,4/1/2020,Permissive Burn Day Decision 
Sacramento Valley High,G,4/1/2020,Good
Sacramento Valley Low,2r,4/1/2020,"The Number of Acres Allocated (in 1,000's) - Restricted Field Day"
San Joaquin Valley Authorized VOC / PM10 / NOx,9.7N,4/1/2020,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,4/1/2020,Good
Mountain Counties North,G,4/1/2020,Good
Mountain Counties South,G,4/1/2020,Good
Lake Tahoe,B,4/1/2020,Permissive Burn Day Decision 
Great Basin Valleys North,B,4/1/2020,Permissive Burn Day Decision 
Great Basin Valleys South,B,4/1/2020,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),17,4/1/2020,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,4/1/2020,
North Coast High,G,4/2/2020,Good
North Coast Low,B,4/2/2020,Permissive Burn Day Decision 
Lake County  ,B,4/2/2020,Permissive Burn Day Decision 
San Francisco Bay North High,B,4/2/2020,Permissive Burn Day Decision 
San Francisco Bay North Low,B,4/2/2020,Permissive Burn Day Decision 
San Francisco Bay South High,B,4/2/2020,Permissive Burn Day Decision 
San Francisco Bay South Low,B,4/2/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,4/2/2020,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,4/2/2020,Permissive Burn Day Decision 
North Central Coast Coastal,B,4/2/2020,Permissive Burn Day Decision 
North Central Coast Inland,B,4/2/2020,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,4/2/2020,Permissive Burn Day Decision 
South Central Coast High,B,4/2/2020,Permissive Burn Day Decision 
South Central Coast South Low,B,4/2/2020,Permissive Burn Day Decision 
